SOURCE	TARGET	COUNT	BASE
נורבגים	נורווגים	319	0
בנורבגים	בנורווגים	7	319
הנורבגים	הנורווגים	210	319
ונורבגים	ונורווגים	6	319
כנורבגים	כנורווגים	1	319
לנורבגים	לנורווגים	43	319
מנורבגים	מנורווגים	2	319
שנורבגים	שנורווגים	1	319
והנורבגים	והנורווגים	12	319
שהנורבגים	שהנורווגים	8	319
מהנורבגים	מהנורווגים	6	319
נורבגיים	נורווגיים	9	0
הנורבגיים	הנורווגיים	4	9
ונורבגיים	ונורווגיים	1	9
נורבגיות	נורווגיות	1	0
הנורבגיות	הנורווגיות	2	1
ונורבגיות	ונורווגיות	1	1
והנורבגיות	והנורווגיות	2	1
מהנורבגיות	מהנורווגיות	3	1
נורמאלי	נורמלי	3	0
נורמאלית	נורמלית	1	0
נטראלי	נייטרלי	1	0
ניטראלית	נייטרלית	1	0
ניטרלי	נייטרלי	871	0
בניטרלי	בנייטרלי	2	871
הניטרלי	הנייטרלי	297	871
וניטרלי	ונייטרלי	8	871
כניטרלי	כנייטרלי	4	871
לניטרלי	לנייטרלי	7	871
שניטרלי	שנייטרלי	4	871
והניטרלי	והנייטרלי	4	871
שהניטרלי	שהנייטרלי	5	871
ניטרלית	נייטרלית	210	0
הניטרלית	הנייטרלית	21	210
וניטרלית	ונייטרלית	3	210
כניטרלית	כנייטרלית	2	210
שניטרלית	שנייטרלית	2	210
ניטרלים	נייטרלים	16	0
הניטרלים	הנייטרלים	3	16
וניטרלים	ונייטרלים	1	16
לניטרלים	לנייטרלים	2	16
ניטרליים	נייטרליים	105	0
הניטרליים	הנייטרליים	8	105
כניטרליים	כנייטרליים	1	105
שניטרליים	שנייטרליים	2	105
ניטרליות	נייטרליות	86	0
בניטרליות	בנייטרליות	6	86
הניטרליות	הנייטרליות	39	86
כניטרליות	כנייטרליות	1	86
לניטרליות	לנייטרליות	2	86
והניטרליות	והנייטרליות	2	86
שהניטרליות	שהנייטרליות	2	86
מהניטרליות	מהנייטרליות	2	86
סודני	סודאני	70	0
הסודני	הסודאני	54	0
והסודני	והסודאני	1	54
סודנית	סודאנית	27	0
הסודנית	הסודאנית	13	0
והסודנית	והסודאנית	1	13
סודנים	סודאנים	98	0
הסודנים	הסודאנים	71	0
והסודנים	והסודאנים	6	71
מהסודנים	מהסודאנים	4	71
שהסודנים	שהסודאנים	9	71
סודניים	סודאניים	12	0
בסודניים	בסודאניים	1	12
הסודניים	הסודאניים	15	12
סודניות	סודאניות	6	0
הסודניות	הסודאניות	5	6
סולרי	סולארי	34	0
הסולרי	הסולארי	31	0
סולרית	סולארית	99	0
הסולרית	הסולארית	36	0
סולריים	סולאריים	81	0
הסולריים	הסולאריים	16	81
סולריות	סולאריות	56	0
הסולריות	הסולאריות	3	56
סומאלי	סומלי	1	0
בסומאלי	בסומלי	1	1
הסומאלי	הסומלי	2	1
והסומאלי	והסומלי	1	1
סומאליים	סומליים	1	0
הסומאליים	הסומליים	1	1
סטאטי	סטטי	60	0
הסטאטי	הסטטי	13	0
סטאטית	סטטית	7	0
לסטאטית	לסטטית	4	7
סטאטיים	סטטיים	12	0
הסטאטיים	הסטטיים	3	12
וסטאטיים	וסטטיים	1	12
סטריאוטיפי	סטראוטיפי	86	0
הסטריאוטיפי	הסטראוטיפי	23	86
וסטריאוטיפי	וסטראוטיפי	2	86
והסטריאוטיפי	והסטראוטיפי	1	86
סטריאוטיפית	סטראוטיפית	61	0
הסטריאוטיפית	הסטראוטיפית	18	61
וסטריאוטיפית	וסטראוטיפית	1	61
שסטריאוטיפית	שסטראוטיפית	2	61
והסטריאוטיפית	והסטראוטיפית	2	61
סטריאוטיפים	סטראוטיפים	252	0
בסטריאוטיפים	בסטראוטיפים	47	252
הסטריאוטיפים	הסטראוטיפים	140	252
וסטריאוטיפים	וסטראוטיפים	11	252
כסטריאוטיפים	כסטראוטיפים	1	252
לסטריאוטיפים	לסטראוטיפים	39	252
מסטריאוטיפים	מסטראוטיפים	10	252
שסטריאוטיפים	שסטראוטיפים	5	252
והסטריאוטיפים	והסטראוטיפים	8	252
שהסטריאוטיפים	שהסטראוטיפים	2	252
מהסטריאוטיפים	מהסטראוטיפים	10	252
סטריאוטיפיים	סטראוטיפיים	27	0
הסטריאוטיפיים	הסטראוטיפיים	6	27
והסטריאוטיפיים	והסטראוטיפיים	2	27
סטריאוטיפיות	סטראוטיפיות	18	0
הסטריאוטיפיות	הסטראוטיפיות	6	18
לסטריאוטיפיות	לסטראוטיפיות	1	18
ובסטריאוטיפיות	ובסטראוטיפיות	2	18
והסטריאוטיפיות	והסטראוטיפיות	2	18
סטריאופוני	סטראופוני	1	0
הסטריאופוני	הסטראופוני	1	1
סטריאופונית	סטראופונית	1	0
סיסמולוגי	סייסמולוגי	1	0
הסיסמולוגיים	הסייסמולוגיים	1	0
ססמולוגית	סייסמולוגית	1	0
שססמולוגית	שסייסמולוגית	1	1
הססמולוגים	הסייסמולוגים	1	0
סיסמי	סייסמי	7	0
סיסמית	סייסמית	1	0
סיסמיים	סייסמיים	2	0
סיסמיות	סייסמיות	1	0
הסיסמיות	הסייסמיות	1	1
ססמי	סייסמי	11	0
הססמי	הסייסמי	1	0
ססמית	סייסמית	4	0
הססמית	הסייסמית	1	0
ססמיים	סייסמיים	1	0
הססמיים	הסייסמיים	2	1
ססמיות	סייסמיות	1	0
סלולארי	סלולרי	3	0
בסלולארי	בסלולרי	1	3
הסלולארי	הסלולרי	4	3
סלולאריים	סלולריים	5	0
הסלולאריים	הסלולריים	1	5
סלולארים	סלולרים	1	0
סימסטריאלי	סמסטריאלי	1	0
סניגורי	סנגורי	4	0
הסניגורי	הסנגורי	3	0
סניגורית	סנגורית	4	0
הסניגורית	הסנגורית	2	4
כסניגורית	כסנגורית	2	4
סניגורים	סנגורים	13	0
בסניגורים	בסנגורים	1	13
הסניגורים	הסנגורים	9	13
וסניגורים	וסנגורים	2	13
לסניגורים	לסנגורים	2	13
שהסניגורים	שהסנגורים	3	13
סקלרי	סקלארי	35	0
הסקלרי	הסקלארי	15	0
סקלרית	סקלארית	193	0
הסקלרית	הסקלארית	66	0
סקלרים	סקלארים	415	0
הסקלרים	הסקלארים	707	0
והסקלרים	והסקלארים	14	707
מהסקלרים	מהסקלארים	34	707
שהסקלרים	שהסקלארים	47	707
כשהסקלרים	כשהסקלארים	2	707
סקלריים	סקלאריים	59	0
בסקלריים	בסקלאריים	2	59
הסקלריים	הסקלאריים	41	59
וסקלריים	וסקלאריים	2	59
לסקלריים	לסקלאריים	5	59
מסקלריים	מסקלאריים	2	59
והסקלריים	והסקלאריים	2	59
שהסקלריים	שהסקלאריים	3	59
מהסקלריים	מהסקלאריים	1	59
סקלריות	סקלאריות	20	0
בסקלריות	בסקלאריות	1	20
הסקלריות	הסקלאריות	10	20
כסקלריות	כסקלאריות	1	20
סקנדינאווי	סקנדינבי	1	0
הסקנדינאווי	הסקנדינבי	1	1
סקנדינאווית	סקנדינבית	2	0
עות'מאני	עותמאני	111	0
העות'מאני	העותמאני	570	111
ועות'מאני	ועותמאני	2	111
כעות'מאני	כעותמאני	1	111
לעות'מאני	לעותמאני	2	111
והעות'מאני	והעותמאני	5	111
שהעות'מאני	שהעותמאני	2	111
עות'מאנית	עותמאנית	104	0
בעות'מאנית	בעותמאנית	5	104
העות'מאנית	העותמאנית	1747	104
לעות'מאנית	לעותמאנית	5	104
והעות'מאנית	והעותמאנית	11	104
מהעות'מאנית	מהעותמאנית	1	104
עות'מאנים	עותמאנים	69	0
בעות'מאנים	בעותמאנים	3	69
העות'מאנים	העותמאנים	576	69
ועות'מאנים	ועותמאנים	2	69
כעות'מאנים	כעותמאנים	1	69
לעות'מאנים	לעותמאנים	37	69
מעות'מאנים	מעותמאנים	1	69
שעות'מאנים	שעותמאנים	2	69
והעות'מאנים	והעותמאנים	25	69
ולעות'מאנים	ולעותמאנים	1	69
שהעות'מאנים	שהעותמאנים	50	69
כשעות'מאנים	כשעותמאנים	1	69
כשהעות'מאנים	כשהעותמאנים	2	69
מהעות'מאנים	מהעותמאנים	13	69
עות'מאניים	עותמאניים	13	0
העות'מאניים	העותמאניים	17	13
ועות'מאניים	ועותמאניים	1	13
והעות'מאניים	והעותמאניים	2	13
עות'מאניות	עותמאניות	37	0
בעות'מאניות	בעותמאניות	1	37
העות'מאניות	העותמאניות	67	37
ועות'מאניות	ועותמאניות	1	37
עותמני	עותמאני	28	0
העותמני	העותמאני	26	28
לעותמני	לעותמאני	1	28
עותמנית	עותמאנית	29	0
העותמנית	העותמאנית	54	29
והעותמנית	והעותמאנית	1	29
עותמנים	עותמאנים	21	0
בעותמנים	בעותמאנים	1	21
העותמנים	העותמאנים	27	21
לעותמנים	לעותמאנים	7	21
שעותמנים	שעותמאנים	1	21
שהעותמנים	שהעותמאנים	6	21
כשהעותמנים	כשהעותמאנים	1	21
מהעותמנים	מהעותמאנים	2	21
עותמניים	עותמאניים	3	0
העותמניים	העותמאניים	2	3
עותמניות	עותמאניות	28	0
העותמניות	העותמאניות	7	28
עירקי	עיראקי	21	0
העירקי	העיראקי	7	0
עירקית	עיראקית	3	0
העירקית	העיראקית	9	0
עירקים	עיראקים	15	0
העירקים	העיראקים	160	0
שהעירקים	שהעיראקים	3	160
עירקיים	עיראקיים	3	0
העירקיים	העיראקיים	3	3
העירקיות	העיראקיות	2	0
פיאודלי	פאודלי	2	0
הפיאודלי	הפאודלי	1	2
הפיאודלית	הפאודלית	3	0
פיאודלים	פאודלים	1	0
פאבלובי	פבלובי	1	0
פגאני	פגני	95	0
הפגאני	הפגני	47	0
פגאנית	פגנית	48	0
הפגאנית	הפגנית	16	0
פגאנים	פגנים	114	0
הפגאנים	הפגנים	62	0
והפגאנים	והפגנים	4	62
מהפגאנים	מהפגנים	2	62
שהפגאנים	שהפגנים	1	62
פגאניים	פגניים	1	0
הפגאניים	הפגניים	1	1
פגאניות	פגניות	2	0
הפגאניות	הפגניות	6	2
פונקציונאלי	פונקציונלי	1	0
פונקציונאליים	פונקציונליים	1	0
פופולארי	פופולרי	43	0
הפופולארי	הפופולרי	3	43
לפופולארי	לפופולרי	2	43
שפופולארי	שפופולרי	1	43
פופולארית	פופולרית	26	0
הפופולארית	הפופולרית	5	26
לפופולארית	לפופולרית	1	26
והפופולארית	והפופולרית	1	26
פופולארים	פופולרים	3	0
הפופולארים	הפופולרים	1	3
מהפופולארים	מהפופולרים	2	3
פופולאריים	פופולריים	12	0
פופולאריות	פופולריות	3	0
פורמאלי	פורמלי	18	0
בפורמאלי	בפורמלי	1	18
הפורמאלי	הפורמלי	1	18
שפורמאלי	שפורמלי	1	18
והפורמאלי	והפורמלי	1	18
פורמאלית	פורמלית	17	0
בפורמאלית	בפורמלית	1	17
הפורמאלית	הפורמלית	2	17
לפורמאלית	לפורמלית	1	17
שפורמאלית	שפורמלית	4	17
הפטלית	הפטאלית	2	0
פטליים	פטאליים	2	0
פטליות	פטאליות	4	0
הפטליות	הפטאליות	3	0
פיסי	פיזי	17	0
הפיסי	הפיזי	9	0
פיסית	פיזית	2	0
הפיסית	הפיזית	1	0
פיסים	פיזים	8	0
הפיסים	הפיזים	9	0
מהפיסים	מהפיזים	1	9
פיסיות	פיזיות	1	0
הפיסיות	הפיזיות	1	0
פיסיקאי	פיזיקאי	1	0
הפיסיקאי	הפיזיקאי	1	1
פיסיקאים	פיזיקאים	2	0
פיזיקאלית	פיזיקלית	1	0
פיסיקלי	פיזיקלי	9	0
הפיסיקלי	הפיזיקלי	8	9
לפיסיקלי	לפיזיקלי	1	9
מפיסיקלי	מפיזיקלי	1	9
שפיסיקלי	שפיזיקלי	1	9
פיסיקלית	פיזיקלית	8	0
הפיסיקלית	הפיזיקלית	15	8
שפיסיקלית	שפיזיקלית	1	8
פיסיקליים	פיזיקליים	4	0
הפיסיקליים	הפיזיקליים	1	4
פיסיקליות	פיזיקליות	2	0
הפיסיקליות	הפיזיקליות	2	2
פניקי	פיניקי	41	0
הפניקי	הפיניקי	14	0
והפניקי	והפיניקי	1	14
פניקית	פיניקית	7	0
הפניקית	הפיניקית	3	0
פניקים	פיניקים	15	0
הפניקים	הפיניקים	14	0
והפניקים	והפיניקים	3	14
מהפניקים	מהפיניקים	1	14
שהפניקים	שהפיניקים	1	14
פניקיים	פיניקיים	1	0
פניקיות	פיניקיות	8	0
בפניקיות	בפיניקיות	1	8
הפניקיות	הפיניקיות	2	8
מפניקיות	מפיניקיות	1	8
פינאנסי	פיננסי	6	0
הפינאנסי	הפיננסי	1	6
פינאנסית	פיננסית	1	0
הפינאנסית	הפיננסית	2	1
בפינאנסים	בפיננסים	1	0
פלוראליסטיים	פלורליסטיים	1	0
הפלשתינאית	הפלסטינאית	2	0
פלשתינאים	פלסטינאים	1	0
בפלשתינאים	בפלסטינאים	1	1
והפלשתינאים	והפלסטינאים	1	1
הפלשתיני	הפלסטיני	1	0
פלשתינית	פלסטינית	2	0
הפלשתינית	הפלסטינית	1	2
פלשתינים	פלסטינים	3	0
הפלשתינים	הפלסטינים	3	3
פאסיבי	פסיבי	2	0
פאסיביים	פסיביים	1	0
פאסיביות	פסיביות	1	0
בפאראלימפי	בפראלימפי	1	0
הפאראלימפי	הפראלימפי	6	0
ופאראלימפי	ופראלימפי	1	0
והפאראלימפי	והפראלימפי	1	0
פאראלימפית	פראלימפית	1	0
הפאראלימפית	הפראלימפית	4	1
והפאראלימפית	והפראלימפית	1	1
פאראלימפיים	פראלימפיים	1	0
